Time,Volt
-2.416e-06,0.2
-2.414e-06,0.0409375
-2.412e-06,-0.083125
-2.410e-06,0.268125
-2.408e-06,0.329375
-2.406e-06,-0.0396875
-2.404e-06,0.197813
-2.402e-06,0.119687
-2.400e-06,0.119687
-2.398e-06,0.15875
-2.396e-06,0.200937
-2.394e-06,0.159688
-2.392e-06,0.200312
-2.390e-06,0.0790625
-2.388e-06,0.161563
-2.386e-06,0.279688
-2.384e-06,0.205
-2.382e-06,0.08
-2.380e-06,0.16
-2.378e-06,0.2
-2.376e-06,0.161875
-2.374e-06,0.36
-2.372e-06,0.160938
-2.370e-06,0.0778125
-2.368e-06,0.275625
-2.366e-06,0.320937
-2.364e-06,-0.000625
-2.362e-06,0.160625
-2.360e-06,0.16
-2.358e-06,0.12125
-2.356e-06,-0.004375
-2.354e-06,0.20125
-2.352e-06,-0.08
-2.350e-06,0.20125
-2.348e-06,0.24
-2.346e-06,0.159063
-2.344e-06,0.282188
-2.342e-06,0.0409375
-2.340e-06,0.04
-2.338e-06,0.039375
-2.336e-06,0
-2.334e-06,0.0403125
-2.332e-06,0.12
-2.330e-06,0.159688
-2.328e-06,0.120938
-2.326e-06,0.08
-2.324e-06,0.240313
-2.322e-06,0.198438
-2.320e-06,0.16
-2.318e-06,0.199688
-2.316e-06,0.19875
-2.314e-06,0.28
-2.312e-06,0.117188
-2.310e-06,-0.07875
-2.308e-06,0.160938
-2.306e-06,0.0415625
-2.304e-06,0.109688
-2.302e-06,0.238437
-2.300e-06,0.0396875
-2.298e-06,0.282188
-2.296e-06,0.27875
-2.294e-06,0.119063
-2.292e-06,0.0403125
-2.290e-06,0.07375
-2.288e-06,0.280938
-2.286e-06,0.00125
-2.284e-06,0.16
-2.282e-06,0.159375
-2.280e-06,0.120313
-2.278e-06,0.081875
-2.276e-06,-0.0390625
-2.274e-06,-0.0028125
-2.272e-06,0.200312
-2.270e-06,0.0771875
-2.268e-06,0.080625
-2.266e-06,0.198438
-2.264e-06,0.285313
-2.262e-06,0.12
-2.260e-06,0.28125
-2.258e-06,0.198438
-2.256e-06,0.119063
-2.254e-06,0
-2.252e-06,0.0790625
-2.250e-06,0.119375
-2.248e-06,0.12
-2.246e-06,0.120938
-2.244e-06,0.280625
-2.242e-06,0.159375
-2.240e-06,0.120625
-2.238e-06,0.199063
-2.236e-06,0.162188
-2.234e-06,0.04
-2.232e-06,0.0821875
-2.230e-06,0.279375
-2.228e-06,0.0796875
-2.226e-06,0.2
-2.224e-06,0.04
-2.222e-06,0.202188
-2.220e-06,0.198125
-2.218e-06,0.119375
-2.216e-06,0.160938
-2.214e-06,0.241563
-2.212e-06,0.323438
-2.210e-06,0.0015625
-2.208e-06,0.120938
-2.206e-06,0.278437
-2.204e-06,0.0390625
-2.202e-06,0.2425
-2.200e-06,0.24
-2.198e-06,0.239375
-2.196e-06,0.200312
