Model,MDO3034
Firmware Version,1.26

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.0001,
Horizontal Delay,0.0003,
Sample Interval,1e-07,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,5
Vertical Position,-3,-3
,,
,,
,,
Label,,
TIME,CH1,CH2
3.045e-04,0.08,2
3.046e-04,0.16,1.8
3.047e-04,0.08,1.8
3.048e-04,0.08,1.8
3.049e-04,0.08,1.6
3.050e-04,0.08,2
3.051e-04,0.08,1.8
3.052e-04,0,1.8
3.053e-04,0.08,2
3.054e-04,0.16,1.8
3.055e-04,0.16,2
3.056e-04,0.16,1.8
3.057e-04,0.16,2
3.058e-04,0.08,2
3.059e-04,0.16,1.8
3.060e-04,0.16,1.8
3.061e-04,0.16,1.8
3.062e-04,0.16,2
3.063e-04,0.08,2
3.064e-04,0.16,2
3.065e-04,0.16,1.8
3.066e-04,0.16,2
3.067e-04,0.16,2
3.068e-04,0.24,2
3.069e-04,0.08,1.8
3.070e-04,0.16,1.8
3.071e-04,0.16,1.8
3.072e-04,0.16,1.6
3.073e-04,0.16,2
3.074e-04,0.24,2
3.075e-04,0.08,1.8
3.076e-04,0.24,1.8
3.077e-04,0.16,1.8
3.078e-04,0.08,2
3.079e-04,0.16,2
3.080e-04,0.08,1.8
3.081e-04,0.08,1.8
3.082e-04,0.24,1.8
3.083e-04,0.16,1.8
3.084e-04,0.16,1.8
3.085e-04,0.24,2
3.086e-04,0.16,2
3.087e-04,0.08,1.8
3.088e-04,0.08,1.6
3.089e-04,0.16,2
3.090e-04,0.16,1.8
3.091e-04,0.08,1.6
3.092e-04,0.16,1.6
3.093e-04,0.16,1.8
3.094e-04,0.16,1.6
3.095e-04,0.08,2
3.096e-04,0.16,1.8
3.097e-04,0.24,1.6
3.098e-04,0.16,1.8
3.099e-04,0.16,2
3.100e-04,0.16,1.8
3.101e-04,0.16,1.6
3.102e-04,0.16,2
3.103e-04,0.16,2
3.104e-04,0.16,1.8
3.105e-04,0.16,2
3.106e-04,0.16,1.8
3.107e-04,0.16,1.8
3.108e-04,0.08,1.8
3.109e-04,0.08,2
3.110e-04,0.08,1.6
3.111e-04,0.16,1.8
3.112e-04,0.16,1.8
3.113e-04,0.08,2
3.114e-04,0.08,2
3.115e-04,0.16,2
3.116e-04,0.16,1.8
3.117e-04,0.08,1.8
3.118e-04,0.16,2
3.119e-04,0.08,1.8
3.120e-04,0.16,1.8
3.121e-04,0.16,1.6
3.122e-04,0.08,1.8
3.123e-04,0.16,2
3.124e-04,0.16,1.8
3.125e-04,0.08,1.8
3.126e-04,0.16,2
3.127e-04,0.24,2
3.128e-04,0.16,1.6
3.129e-04,0.08,1.8
3.130e-04,0.24,1.8
3.131e-04,0.08,1.8
3.132e-04,0.08,1.8
3.133e-04,0.08,2
3.134e-04,0.16,1.8
3.135e-04,0.16,1.8
3.136e-04,0.24,1.8
3.137e-04,0,2
3.138e-04,0.08,2
3.139e-04,0.16,2
3.140e-04,0.16,1.8
3.141e-04,0.08,2
3.142e-04,0.16,1.8
3.143e-04,0.08,1.6
3.144e-04,0.16,1.4
3.145e-04,0.08,1.8
3.146e-04,0.24,1.8
3.147e-04,0.08,2
3.148e-04,0.16,1.8
3.149e-04,0.08,1.8
3.150e-04,0.16,1.8
3.151e-04,0.16,1.8
3.152e-04,0.08,1.6
3.153e-04,0.16,1.8
3.154e-04,0.16,1.6
3.155e-04,0.08,1.8
3.156e-04,0.16,1.8
3.157e-04,0.08,1.8
3.158e-04,0.16,2
3.159e-04,0.16,1.6
3.160e-04,0.08,1.6
3.161e-04,0.08,2
3.162e-04,0.16,1.8
3.163e-04,0.08,2
3.164e-04,0.16,1.6
3.165e-04,0.16,2
3.166e-04,0.16,1.8
3.167e-04,0.08,1.8
3.168e-04,0.16,2
3.169e-04,0.24,1.8
3.170e-04,0.16,2
3.171e-04,0.08,2
3.172e-04,0.08,1.6
3.173e-04,0.16,1.8
3.174e-04,0.08,2
3.175e-04,0.16,1.6
3.176e-04,0.08,1.6
3.177e-04,0.16,1.8
3.178e-04,0.16,1.8
3.179e-04,0.08,2
3.180e-04,0.16,1.8
3.181e-04,0.16,1.6
3.182e-04,0.08,1.8
3.183e-04,0.08,1.6
3.184e-04,0.08,2
3.185e-04,0.08,1.6
3.186e-04,0.16,1.6
3.187e-04,0.16,1.8
3.188e-04,0.16,1.8
3.189e-04,0.08,1.8
3.190e-04,0.16,1.6
3.191e-04,0.08,1.6
3.192e-04,0.08,1.6
3.193e-04,0.08,1.8
3.194e-04,0.08,1.8
3.195e-04,0.08,1.6
3.196e-04,0.08,1.6
3.197e-04,0.16,1.6
3.198e-04,0.16,1.6
3.199e-04,0.08,1.6
3.200e-04,0.08,1.6
3.201e-04,0.08,1.6
3.202e-04,0.16,1.6
3.203e-04,0.16,1.6
3.204e-04,0.16,1.8
3.205e-04,0.08,2
3.206e-04,0.16,1.8
3.207e-04,0.16,1.6
3.208e-04,0.16,2
3.209e-04,0.08,1.8
3.210e-04,0.08,1.8
3.211e-04,0.08,1.8
3.212e-04,0.08,2
3.213e-04,0.08,1.6
3.214e-04,0.16,1.6
3.215e-04,0.16,2
3.216e-04,0.16,1.6
3.217e-04,0.08,1.8
3.218e-04,0.16,1.6
3.219e-04,0.16,1.8
3.220e-04,0.24,1.8
3.221e-04,0.08,1.6
3.222e-04,0.24,1.8
3.223e-04,0.08,1.6
3.224e-04,0.08,2
3.225e-04,0,1.6
3.226e-04,0.16,1.8
3.227e-04,0.16,1.8
3.228e-04,0.08,1.6
3.229e-04,0.16,1.6
3.230e-04,0.16,1.8
3.231e-04,0.16,1.6
3.232e-04,0.08,1.6
3.233e-04,0.16,1.6
3.234e-04,0.16,1.8
3.235e-04,0.08,1.6
3.236e-04,0.16,1.8
3.237e-04,0.08,1.8
3.238e-04,0.08,2
3.239e-04,0.16,1.8
3.240e-04,0.08,1.4
3.241e-04,0.16,1.6
3.242e-04,0.08,1.6
3.243e-04,0.16,1.6
3.244e-04,0.08,1.6
3.245e-04,0.16,2
3.246e-04,0.08,1.8
3.247e-04,0.16,1.6
3.248e-04,0.08,1.6
3.249e-04,0.16,1.8
3.250e-04,0.08,1.8
3.251e-04,0,1.6
3.252e-04,0.08,1.6
3.253e-04,0.16,1.8
3.254e-04,0.08,1.8
3.255e-04,0.08,1.6
3.256e-04,0.16,1.8
3.257e-04,0.16,1.8
3.258e-04,0.16,1.8
3.259e-04,0.16,1.6
3.260e-04,0.16,1.8
3.261e-04,0.16,1.8
3.262e-04,0.16,2
3.263e-04,0.24,1.8
3.264e-04,0.16,1.8
3.265e-04,0.24,1.6
3.266e-04,0.08,1.6
3.267e-04,0.24,1.6
3.268e-04,0.16,1.6
3.269e-04,0.16,1.6
3.270e-04,0.16,1.8
3.271e-04,0.08,2
3.272e-04,0.16,1.6
3.273e-04,0.16,1.8
3.274e-04,0.08,1.8
3.275e-04,0.08,1.6
3.276e-04,0.16,1.8
3.277e-04,0.08,1.6
3.278e-04,0.16,1.8
3.279e-04,0.16,1.8
3.280e-04,0.08,1.8
3.281e-04,0.08,1.6
3.282e-04,0.08,1.6
3.283e-04,0.16,1.6
3.284e-04,0.08,1.4
3.285e-04,0.16,1.8
3.286e-04,0.08,1.8
3.287e-04,0.08,1.6
3.288e-04,0.08,1.6
3.289e-04,0.08,1.8
3.290e-04,0.16,1.8
3.291e-04,0.16,1.8
3.292e-04,0.08,1.8
3.293e-04,0.08,1.6
3.294e-04,0.08,1.8
3.295e-04,0.16,1.8
3.296e-04,0.16,1.6
3.297e-04,0.16,1.8
3.298e-04,0.16,1.6
3.299e-04,0.16,1.6
3.300e-04,0.16,1.8
3.301e-04,0.16,1.8
3.302e-04,0.16,1.8
3.303e-04,0.08,1.8
3.304e-04,0.08,1.6
3.305e-04,0.16,1.8
3.306e-04,0.16,1.6
3.307e-04,0.08,1.6
3.308e-04,0.16,1.8
3.309e-04,0.08,1.8
3.310e-04,0.08,1.8
3.311e-04,0.16,1.8
3.312e-04,0.08,1.8
3.313e-04,0.08,1.8
3.314e-04,0.16,1.8
3.315e-04,0.08,2
3.316e-04,0.16,1.6
3.317e-04,0.16,1.6
3.318e-04,0.16,1.8
3.319e-04,0.08,1.6
3.320e-04,0.08,1.6
3.321e-04,0.16,1.6
3.322e-04,0.16,1.8
3.323e-04,0.08,1.6
3.324e-04,0.08,1.8
3.325e-04,0.16,1.6
3.326e-04,0.16,1.6
3.327e-04,0.16,1.6
3.328e-04,0.16,1.6
3.329e-04,0.08,1.8
3.330e-04,0.08,1.6
3.331e-04,0.16,1.4
3.332e-04,0.24,1.6
3.333e-04,0.08,1.6
3.334e-04,0.16,1.8
3.335e-04,0.16,1.6
3.336e-04,0.16,1.8
3.337e-04,0.08,1.8
3.338e-04,0.16,1.6
3.339e-04,0.08,1.8
3.340e-04,0.08,1.6
3.341e-04,0.08,1.6
3.342e-04,0.16,1.6
3.343e-04,0.16,1.8
3.344e-04,0.16,2
3.345e-04,0.08,1.6
3.346e-04,0,1.6
3.347e-04,0.24,1.6
3.348e-04,0.08,1.6
3.349e-04,0.16,1.6
3.350e-04,0.08,1.6
3.351e-04,0.16,1.8
3.352e-04,0.16,1.6
3.353e-04,0.08,1.8
3.354e-04,0.16,1.6
3.355e-04,0.16,1.8
3.356e-04,0.08,1.6
3.357e-04,0.16,1.4
3.358e-04,0.08,1.6
3.359e-04,0.16,1.6
3.360e-04,0.08,1.6
3.361e-04,0.16,1.6
3.362e-04,0.08,1.6
3.363e-04,0.08,1.6
3.364e-04,0.16,1.6
3.365e-04,0.16,1.6
3.366e-04,0.08,1.6
3.367e-04,0.08,1.6
3.368e-04,0.16,1.6
3.369e-04,0.08,1.8
3.370e-04,0.16,1.6
3.371e-04,0.16,1.6
3.372e-04,0.08,1.6
3.373e-04,0.16,1.6
3.374e-04,0.16,1.4
3.375e-04,0.08,1.6
3.376e-04,0.08,1.8
3.377e-04,0.16,1.6
3.378e-04,0.16,1.6
3.379e-04,0.24,1.6
3.380e-04,0,1.6
3.381e-04,0.16,1.6
3.382e-04,0.16,1.8
3.383e-04,0.08,1.6
3.384e-04,0.16,1.6
3.385e-04,0.08,1.6
3.386e-04,0.16,1.4
3.387e-04,0.08,1.6
3.388e-04,0.16,1.6
3.389e-04,0.16,1.6
3.390e-04,0.16,1.6
3.391e-04,0.24,1.6
3.392e-04,0,1.6
3.393e-04,0.08,1.6
3.394e-04,0.16,1.6
3.395e-04,0.08,1.6
3.396e-04,0.16,1.6
3.397e-04,0.16,1.8
3.398e-04,0.16,1.6
3.399e-04,0.08,1.6
3.400e-04,0.16,1.6
3.401e-04,0.08,1.8
3.402e-04,0.08,1.6
3.403e-04,0.08,1.6
3.404e-04,0.08,1.6
3.405e-04,0.16,1.6
3.406e-04,0.08,1.6
3.407e-04,0.16,1.6
3.408e-04,0.24,1.6
3.409e-04,0.08,1.6
3.410e-04,0,1.6
3.411e-04,0.16,1.6
3.412e-04,0.16,1.6
3.413e-04,0.16,1.4
3.414e-04,0.16,1.6
3.415e-04,0.08,1.8
3.416e-04,0.08,1.6
3.417e-04,0.08,1.4
3.418e-04,0.16,1.4
3.419e-04,0.16,1.6
3.420e-04,0.24,1.6
3.421e-04,0.08,1.6
3.422e-04,0.16,1.6
3.423e-04,0.08,1.6
3.424e-04,0.16,1.8
3.425e-04,0.08,1.6
3.426e-04,0.08,1.6
3.427e-04,0.16,1.6
3.428e-04,0.08,1.4
3.429e-04,0.16,1.6
3.430e-04,0.08,1.6
3.431e-04,0.16,1.6
3.432e-04,0.16,1.4
3.433e-04,0.16,1.6
3.434e-04,0.08,1.6
3.435e-04,0.08,1.6
3.436e-04,0.16,1.6
3.437e-04,0.08,1.8
3.438e-04,0.16,1.6
3.439e-04,0.08,1.6
3.440e-04,0.08,1.6
3.441e-04,0.08,1.8
3.442e-04,0.16,1.6
3.443e-04,0.16,1.6
3.444e-04,0.08,1.6
3.445e-04,0.16,1.6
3.446e-04,0.16,1.6
3.447e-04,0.08,1.6
3.448e-04,0.16,1.6
3.449e-04,0.08,1.4
3.450e-04,0.16,1.4
3.451e-04,0.16,1.6
3.452e-04,0.08,1.4
3.453e-04,0.08,1.6
3.454e-04,0.08,1.6
3.455e-04,0.16,1.6
3.456e-04,0.16,1.6
3.457e-04,0.08,1.6
3.458e-04,0.08,1.6
3.459e-04,0.08,1.4
3.460e-04,0.08,1.6
3.461e-04,0.16,1.4
3.462e-04,0.08,1.6
3.463e-04,0.08,1.6
3.464e-04,0.08,1.6
3.465e-04,0.08,1.4
3.466e-04,0.08,1.4
3.467e-04,0.08,1.6
3.468e-04,0.16,1.4
3.469e-04,0.08,1.6
3.470e-04,0.08,1.6
3.471e-04,0.16,1.6
3.472e-04,0.08,1.6
3.473e-04,0.16,1.4
3.474e-04,0.16,1.6
3.475e-04,0.16,1.6
3.476e-04,0,2
3.477e-04,0.08,1.6
3.478e-04,0.08,1.6
3.479e-04,0.16,1.8
3.480e-04,0.08,1.6
3.481e-04,0.16,1.6
3.482e-04,0.08,1.6
3.483e-04,0,1.6
3.484e-04,0.08,1.4
3.485e-04,0.16,1.6
3.486e-04,0.08,1.6
3.487e-04,0.08,1.6
3.488e-04,0.08,1.6
3.489e-04,0.16,1.4
3.490e-04,0.16,1.4
3.491e-04,0.08,1.6
3.492e-04,0.24,1.4
3.493e-04,0.08,1.4
3.494e-04,0.08,1.4
3.495e-04,0.08,1.4
3.496e-04,0.08,1.4
3.497e-04,0.16,1.6
3.498e-04,0.08,1.6
3.499e-04,0.08,1.6
3.500e-04,0.08,1.4
3.501e-04,0.16,1.4
3.502e-04,0.08,1.4
3.503e-04,0.08,1.6
3.504e-04,0.16,1.4
3.505e-04,0.16,1.4
3.506e-04,0.08,1.6
3.507e-04,0.08,1.4
3.508e-04,0.16,1.4
3.509e-04,0.08,1.4
3.510e-04,0.08,1.4
3.511e-04,0.08,1.6
3.512e-04,0.24,1.4
3.513e-04,0.16,1.6
3.514e-04,0.08,1.4
3.515e-04,0.16,1.6
3.516e-04,0.08,1.4
3.517e-04,0.16,1.4
3.518e-04,0.16,1.6
3.519e-04,0.16,1.6
3.520e-04,0.16,1.6
3.521e-04,0.08,1.6
3.522e-04,0,1.4
3.523e-04,0.08,1.6
3.524e-04,0.16,1.6
3.525e-04,0.24,1.6
3.526e-04,0.16,1.6
3.527e-04,0.16,1.6
3.528e-04,0.08,1.6
3.529e-04,0.16,1.6
3.530e-04,0.16,1.6
3.531e-04,0.08,1.6
3.532e-04,0.16,1.4
3.533e-04,0.16,1.6
3.534e-04,0.08,1.6
3.535e-04,0.16,1.6
3.536e-04,0.16,1.4
3.537e-04,0.08,1.4
3.538e-04,0.16,1.6
3.539e-04,0.08,1.4
3.540e-04,0.24,1.6
3.541e-04,0.08,1.6
3.542e-04,0.16,1.6
3.543e-04,0.08,1.6
3.544e-04,0.16,1.6
3.545e-04,0.16,1.6
3.546e-04,0.08,1.4
3.547e-04,0.16,1.4
3.548e-04,0.16,1.6
3.549e-04,0.16,1.6
3.550e-04,0.08,1.4
3.551e-04,0.08,1.6
3.552e-04,0.16,1.4
3.553e-04,0.16,1.4
3.554e-04,0.08,1.6
3.555e-04,0.16,1.6
3.556e-04,0.08,1.4
3.557e-04,0.16,1.6
3.558e-04,0.08,1.6
3.559e-04,0.08,1.4
3.560e-04,0.16,1.6
3.561e-04,0.16,1.4
3.562e-04,0.16,1.4
3.563e-04,0.16,1.6
3.564e-04,0.08,1.6
3.565e-04,0.08,1.6
3.566e-04,0.16,1.4
3.567e-04,0,1.6
3.568e-04,0.16,1.6
3.569e-04,0.08,1.6
3.570e-04,0.16,1.6
3.571e-04,0.16,1.6
3.572e-04,0.08,1.6
3.573e-04,0.16,1.4
3.574e-04,0.08,1.4
3.575e-04,0.16,1.4
3.576e-04,0.08,1.6
3.577e-04,0.08,1.4
3.578e-04,0.08,1.4
3.579e-04,0.16,1.6
3.580e-04,0.08,1.6
3.581e-04,0.08,1.6
3.582e-04,0.16,1.4
3.583e-04,0.16,1.6
3.584e-04,0.16,1.4
3.585e-04,0.08,1.6
3.586e-04,0.16,1.4
3.587e-04,0.16,1.4
3.588e-04,0.16,1.8
3.589e-04,0.16,1.6
3.590e-04,0.16,1.6
3.591e-04,0.08,1.4
3.592e-04,0.08,1.4
3.593e-04,0.24,1.4
3.594e-04,0.08,1.6
3.595e-04,0.24,1.4
3.596e-04,0.08,1.4
3.597e-04,0.16,1.4
3.598e-04,0.16,1.4
3.599e-04,0.16,1.6
3.600e-04,0.16,1.6
3.601e-04,0.16,1.6
3.602e-04,0.08,1.4
3.603e-04,0.16,1.4
3.604e-04,0.24,1.4
3.605e-04,0.08,1.4
3.606e-04,0.16,1.4
3.607e-04,0.16,1.6
3.608e-04,0.08,1.4
3.609e-04,0.08,1.6
3.610e-04,0.08,1.4
3.611e-04,0.16,1.4
3.612e-04,0.16,1.6
3.613e-04,0.16,1.6
3.614e-04,0.16,1.6
3.615e-04,0.16,1.4
3.616e-04,0.08,1.4
3.617e-04,0.08,1.6
3.618e-04,0.16,1.4
3.619e-04,0.16,1.6
3.620e-04,0.24,1.4
3.621e-04,0.08,1.4
3.622e-04,0.16,1.6
3.623e-04,0.16,1.4
3.624e-04,0.08,1.6
3.625e-04,0.08,1.4
3.626e-04,0.16,1.6
3.627e-04,0.08,1.4
3.628e-04,0.08,1.6
3.629e-04,0.08,1.2
3.630e-04,0.16,1.2
3.631e-04,0.16,1.4
3.632e-04,0.16,1.4
3.633e-04,0.16,1.2
3.634e-04,0.16,1.6
3.635e-04,0.16,1.4
3.636e-04,0.16,1.6
3.637e-04,0.08,1.4
3.638e-04,0.16,1.4
3.639e-04,0,1.2
3.640e-04,0.08,1.4
3.641e-04,0.08,1.4
3.642e-04,0.08,1.6
3.643e-04,0.08,1.2
3.644e-04,0.08,1.6
3.645e-04,0.16,1.4
3.646e-04,0.08,1.6
3.647e-04,0.16,1.4
3.648e-04,0.08,1.6
3.649e-04,0.16,1.4
3.650e-04,0.24,1.6
3.651e-04,0.16,1.2
3.652e-04,0.16,1.4
3.653e-04,0.08,1.6
3.654e-04,0.16,1.4
3.655e-04,0.16,1.4
3.656e-04,0.08,1.6
3.657e-04,0.16,1.4
3.658e-04,0.16,1.4
3.659e-04,0.08,1.4
3.660e-04,0.16,1.4
3.661e-04,0.08,1.6
3.662e-04,0,1.6
3.663e-04,0.16,1.4
3.664e-04,0.16,1.2
3.665e-04,0.16,1.2
3.666e-04,0.16,1.4
3.667e-04,0.16,1.6
3.668e-04,0.08,1.6
3.669e-04,0.16,1.6
3.670e-04,0.08,1.4
3.671e-04,0.16,1.2
3.672e-04,0.16,1.2
3.673e-04,0.08,1.4
3.674e-04,0.24,1.6
3.675e-04,0.16,1.4
3.676e-04,0.16,1.4
3.677e-04,0.08,1.2
3.678e-04,0.08,1.6
3.679e-04,0.08,1.4
3.680e-04,0.08,1.4
3.681e-04,0.16,1.2
3.682e-04,0.16,1.4
3.683e-04,0.16,1.6
3.684e-04,0.08,1.2
3.685e-04,0.16,1.4
3.686e-04,0.16,1.4
3.687e-04,0.16,1.4
3.688e-04,0.08,1.2
3.689e-04,0.16,1.2
3.690e-04,0.24,1.4
3.691e-04,0.08,1.6
3.692e-04,0.24,1.4
3.693e-04,0.16,1.4
3.694e-04,0.24,1.6
3.695e-04,0.08,1.4
3.696e-04,0.08,1.4
3.697e-04,0.16,1.4
3.698e-04,0.08,1.4
3.699e-04,0.16,1.4
3.700e-04,0.08,1.6
3.701e-04,0.08,1.4
3.702e-04,0.08,1.4
3.703e-04,0.24,1.2
3.704e-04,0.16,1.6
3.705e-04,0.16,1.6
3.706e-04,0.08,1.2
3.707e-04,0.16,1.4
3.708e-04,0.08,1.6
3.709e-04,0.24,1.4
3.710e-04,0.08,1.6
3.711e-04,0.08,1.2
3.712e-04,0.16,1.6
3.713e-04,0.16,1.2
3.714e-04,0.08,1.4
3.715e-04,0.08,1.4
3.716e-04,0.16,1.4
3.717e-04,0.08,1.6
3.718e-04,0.08,1.4
3.719e-04,0.08,1.4
3.720e-04,0.08,1.2
3.721e-04,0.08,1.6
3.722e-04,0.16,1.4
3.723e-04,0.08,1.4
3.724e-04,0.08,1.2
3.725e-04,0.16,1.4
3.726e-04,0.24,1.4
3.727e-04,0.24,1.4
3.728e-04,0.08,1.2
3.729e-04,0.08,1.2
3.730e-04,0.16,1.4
3.731e-04,0.16,1.6
3.732e-04,0.08,1.4
3.733e-04,0.08,1.4
3.734e-04,0.16,1.4
3.735e-04,0.16,1.4
3.736e-04,0.08,1.4
3.737e-04,0.08,1.4
3.738e-04,0.16,1.2
3.739e-04,0.08,1.6
3.740e-04,0.08,1.4
3.741e-04,0.16,1.4
3.742e-04,0.24,1.6
3.743e-04,0.08,1.2
3.744e-04,0.08,1.2
3.745e-04,0.16,1.6
3.746e-04,0.08,1.6
3.747e-04,0.16,1.4
3.748e-04,0.08,1.4
3.749e-04,0.08,1.6
3.750e-04,0.08,1.4
3.751e-04,0.16,1.4
3.752e-04,0.16,1.4
3.753e-04,0.24,1.4
3.754e-04,0.16,1.4
3.755e-04,0.08,1.4
3.756e-04,0.16,1.2
3.757e-04,0.16,1.4
3.758e-04,0.08,1.4
3.759e-04,0.16,1.4
3.760e-04,0.08,1.4
3.761e-04,0.16,1.4
3.762e-04,0.08,1.2
3.763e-04,0.16,1.2
3.764e-04,0.16,1.2
3.765e-04,0.08,1.2
3.766e-04,0.08,1.2
3.767e-04,0,1.4
3.768e-04,0.08,1.2
3.769e-04,0.16,1.6
3.770e-04,0.24,1.4
3.771e-04,0.16,1.4
3.772e-04,0.16,1.2
3.773e-04,0.24,1.4
3.774e-04,0.16,1.4
3.775e-04,0.16,1.2
3.776e-04,0.08,1.4
3.777e-04,0.16,1.6
3.778e-04,0.08,1.4
3.779e-04,0.16,1.4
3.780e-04,0.08,1.6
3.781e-04,0.08,1.6
3.782e-04,0.16,1.6
3.783e-04,0.16,1.4
3.784e-04,0.08,1.4
3.785e-04,0.08,1.6
3.786e-04,0.16,1.4
3.787e-04,0.16,1.4
3.788e-04,0.16,1.2
3.789e-04,0.08,1.6
3.790e-04,0.16,1.4
3.791e-04,0.08,1.4
3.792e-04,0.16,1.6
3.793e-04,0.24,1.4
3.794e-04,0.16,1.6
3.795e-04,0.16,1.2
3.796e-04,0.16,1.4
3.797e-04,0.16,1.2
3.798e-04,0.08,1.2
3.799e-04,0.16,1.4
3.800e-04,0.16,1.2
3.801e-04,0.08,1.4
3.802e-04,0.16,1.4
3.803e-04,0.16,1.4
3.804e-04,0.08,1.4
3.805e-04,0.16,1.2
3.806e-04,0.16,1.2
3.807e-04,0,1.2
3.808e-04,0.16,1.2
3.809e-04,0.08,1.4
3.810e-04,0.08,1.2
3.811e-04,0.16,1.6
3.812e-04,0.08,1.2
3.813e-04,0.16,1.4
3.814e-04,0.16,1.4
3.815e-04,0.24,1.4
3.816e-04,0.16,1.6
3.817e-04,0.16,1.4
3.818e-04,0.16,1.4
3.819e-04,0.16,1.2
3.820e-04,0.08,1.4
3.821e-04,0.16,1.2
3.822e-04,0.08,1.4
3.823e-04,0.16,1.4
3.824e-04,0.16,1.2
3.825e-04,0.08,1.2
3.826e-04,0.16,1.2
3.827e-04,0.16,1.4
3.828e-04,0.16,1.4
3.829e-04,0.16,1.2
3.830e-04,0.08,1.6
3.831e-04,0.16,1.4
3.832e-04,0.16,1.4
3.833e-04,0.08,1.2
3.834e-04,0.16,1.4
3.835e-04,0.08,1.2
3.836e-04,0.16,1.2
3.837e-04,0.16,1.4
3.838e-04,0.16,1.4
3.839e-04,0.24,1.2
3.840e-04,0.08,1.2
3.841e-04,0.08,1.4
3.842e-04,0.24,1.4
3.843e-04,0.08,1.4
3.844e-04,0.08,1.2
3.845e-04,0.16,1.4
3.846e-04,0.24,1.4
3.847e-04,0.16,1.2
3.848e-04,0.16,1.2
3.849e-04,0.08,1.2
3.850e-04,0.08,1.2
3.851e-04,0.08,1.4
3.852e-04,0.16,1.4
3.853e-04,0.08,1.2
3.854e-04,0.16,1.2
3.855e-04,0.16,1.4
3.856e-04,0.16,1.2
3.857e-04,0.08,1.2
3.858e-04,0.08,1.2
3.859e-04,0.24,1.2
3.860e-04,0.24,1.4
3.861e-04,0.16,1.2
3.862e-04,0.16,1.4
3.863e-04,0,1.2
3.864e-04,0.08,1.2
3.865e-04,0.08,1.2
3.866e-04,0.16,1.4
3.867e-04,0.16,1.2
3.868e-04,0.08,1.2
3.869e-04,0.08,1.4
3.870e-04,0.08,1.2
3.871e-04,0.08,1.4
3.872e-04,0.16,1.2
3.873e-04,0.08,1.4
3.874e-04,0.08,1.4
3.875e-04,0.24,1.4
3.876e-04,0.16,1.4
3.877e-04,0.24,1.2
3.878e-04,0.16,1.2
3.879e-04,0.08,1.4
3.880e-04,0.16,1.4
3.881e-04,0.08,1.2
3.882e-04,0.16,1.4
3.883e-04,0.08,1.4
3.884e-04,0.16,1.2
3.885e-04,0.16,1.4
3.886e-04,0.16,1
3.887e-04,0.08,1.4
3.888e-04,0.08,1.4
3.889e-04,0.16,1.2
3.890e-04,0.16,1.2
3.891e-04,0.08,1.6
3.892e-04,0.16,1.2
3.893e-04,0.08,1.2
3.894e-04,0.08,1.2
3.895e-04,0.16,1.2
3.896e-04,0.24,1.2
3.897e-04,0.08,1.2
3.898e-04,0.08,1.4
3.899e-04,0.16,1
3.900e-04,0.08,1.4
3.901e-04,0.08,1.2
3.902e-04,0.16,1.4
3.903e-04,0.16,1.4
3.904e-04,0.08,1.2
3.905e-04,0.08,1.2
3.906e-04,0.08,1.4
3.907e-04,0.16,1.4
3.908e-04,0.16,1.4
3.909e-04,0.08,1.4
3.910e-04,0.08,1.2
3.911e-04,0.08,1.4
3.912e-04,0.16,1.2
3.913e-04,0.16,1.2
3.914e-04,0.24,1.2
3.915e-04,0.16,1.2
3.916e-04,0.16,1.2
3.917e-04,0.08,1.2
3.918e-04,0.08,1.2
3.919e-04,0.16,1.2
3.920e-04,0.08,1.2
3.921e-04,0.16,1.4
3.922e-04,0.16,1.2
3.923e-04,0.16,1.2
3.924e-04,0.16,1.2
3.925e-04,0.16,1.2
3.926e-04,0.08,1.2
3.927e-04,0.16,1.2
3.928e-04,0.08,1.2
3.929e-04,0.16,1.2
3.930e-04,0.16,1.2
3.931e-04,0.08,1.4
3.932e-04,0.08,1.2
3.933e-04,0.16,1.4
3.934e-04,0.08,1.2
3.935e-04,0.08,1.2
3.936e-04,0.08,1.4
3.937e-04,0.16,1.6
3.938e-04,0.24,1.2
3.939e-04,0.16,1.4
3.940e-04,0.08,1.2
3.941e-04,0.08,1.2
3.942e-04,0.08,1.2
3.943e-04,0.16,1.2
3.944e-04,0.08,1
3.945e-04,0.16,1.2
3.946e-04,0.08,1
3.947e-04,0.16,1
3.948e-04,0.16,1.4
3.949e-04,0.08,1.4
3.950e-04,0.24,1.2
3.951e-04,0.16,1.2
3.952e-04,0.24,1.4
3.953e-04,0.16,1.4
3.954e-04,0.24,1.4
3.955e-04,0.16,1.4
3.956e-04,0.08,1.2
3.957e-04,0.16,1.2
3.958e-04,0.16,1.2
3.959e-04,0.16,1.4
3.960e-04,0.08,1.2
3.961e-04,0.08,1.2
3.962e-04,0.16,1.2
3.963e-04,0.16,1.4
3.964e-04,0.24,1.2
3.965e-04,0.16,1.4
3.966e-04,0.08,1.4
3.967e-04,0.08,1.4
3.968e-04,0.08,1.6
3.969e-04,0.08,1.2
3.970e-04,0.16,1.2
3.971e-04,0.16,1.2
3.972e-04,0.08,1.2
3.973e-04,0.16,1.2
3.974e-04,0.16,1.2
